STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,freq,Time frequency,unit,Unit of measure,sex,Sex,age,Age class,isco08,International Standard Classification of Occupations 2008 (ISCO-08),worktime,Working time,geo,Geopolitical entity (reporting),TIME_PERIOD,Time,OBS_VALUE,Observation value,OBS_FLAG,Observation status (Flag) V2 structure,CONF_STATUS,Confidentiality status (flag)
dataflow,ESTAT:LFSA_EPGAIS(1.0),Persons in full-time/part-time employment by occupation,A,Annual,THS_PER,Thousand persons,T,Total,Y15-64,From 15 to 64 years,OC7,Craft and related trades workers,FT,Full-time,LT,Lithuania,2018,,184.4,,,,,
dataflow,ESTAT:LFSA_EPGAIS(1.0),Persons in full-time/part-time employment by occupation,A,Annual,THS_PER,Thousand persons,T,Total,Y15-64,From 15 to 64 years,OC7,Craft and related trades workers,FT,Full-time,LT,Lithuania,2019,,182.9,,,,,
dataflow,ESTAT:LFSA_EPGAIS(1.0),Persons in full-time/part-time employment by occupation,A,Annual,THS_PER,Thousand persons,T,Total,Y15-64,From 15 to 64 years,OC7,Craft and related trades workers,FT,Full-time,LT,Lithuania,2020,,175.6,,,,,
dataflow,ESTAT:LFSA_EPGAIS(1.0),Persons in full-time/part-time employment by occupation,A,Annual,THS_PER,Thousand persons,T,Total,Y15-64,From 15 to 64 years,OC7,Craft and related trades workers,FT,Full-time,LT,Lithuania,2021,,175.1,,b,break in time series,,
dataflow,ESTAT:LFSA_EPGAIS(1.0),Persons in full-time/part-time employment by occupation,A,Annual,THS_PER,Thousand persons,T,Total,Y15-64,From 15 to 64 years,OC7,Craft and related trades workers,FT,Full-time,LT,Lithuania,2022,,182.0,,,,,
dataflow,ESTAT:LFSA_EPGAIS(1.0),Persons in full-time/part-time employment by occupation,A,Annual,THS_PER,Thousand persons,T,Total,Y15-64,From 15 to 64 years,OC7,Craft and related trades workers,FT,Full-time,LT,Lithuania,2023,,183.8,,,,,
dataflow,ESTAT:LFSA_EPGAIS(1.0),Persons in full-time/part-time employment by occupation,A,Annual,THS_PER,Thousand persons,T,Total,Y15-64,From 15 to 64 years,OC7,Craft and related trades workers,FT,Full-time,LT,Lithuania,2024,,181.2,,,,,
dataflow,ESTAT:LFSA_EPGAIS(1.0),Persons in full-time/part-time employment by occupation,A,Annual,THS_PER,Thousand persons,T,Total,Y15-64,From 15 to 64 years,OC7,Craft and related trades workers,FT,Full-time,LU,Luxembourg,2010,,17.8,,,,,
dataflow,ESTAT:LFSA_EPGAIS(1.0),Persons in full-time/part-time employment by occupation,A,Annual,THS_PER,Thousand persons,T,Total,Y15-64,From 15 to 64 years,OC7,Craft and related trades workers,FT,Full-time,LU,Luxembourg,2011,,19.1,,b,break in time series,,
dataflow,ESTAT:LFSA_EPGAIS(1.0),Persons in full-time/part-time employment by occupation,A,Annual,THS_PER,Thousand persons,T,Total,Y15-64,From 15 to 64 years,OC7,Craft and related trades workers,FT,Full-time,LU,Luxembourg,2012,,16.6,,,,,
dataflow,ESTAT:LFSA_EPGAIS(1.0),Persons in full-time/part-time employment by occupation,A,Annual,THS_PER,Thousand persons,T,Total,Y15-64,From 15 to 64 years,OC7,Craft and related trades workers,FT,Full-time,LU,Luxembourg,2013,,16.3,,,,,
dataflow,ESTAT:LFSA_EPGAIS(1.0),Persons in full-time/part-time employment by occupation,A,Annual,THS_PER,Thousand persons,T,Total,Y15-64,From 15 to 64 years,OC7,Craft and related trades workers,FT,Full-time,LU,Luxembourg,2014,,14.6,,,,,
dataflow,ESTAT:LFSA_EPGAIS(1.0),Persons in full-time/part-time employment by occupation,A,Annual,THS_PER,Thousand persons,T,Total,Y15-64,From 15 to 64 years,OC7,Craft and related trades workers,FT,Full-time,LU,Luxembourg,2015,,16.4,,b,break in time series,,
dataflow,ESTAT:LFSA_EPGAIS(1.0),Persons in full-time/part-time employment by occupation,A,Annual,THS_PER,Thousand persons,T,Total,Y15-64,From 15 to 64 years,OC7,Craft and related trades workers,FT,Full-time,LU,Luxembourg,2016,,14.5,,,,,
dataflow,ESTAT:LFSA_EPGAIS(1.0),Persons in full-time/part-time employment by occupation,A,Annual,THS_PER,Thousand persons,T,Total,Y15-64,From 15 to 64 years,OC7,Craft and related trades workers,FT,Full-time,LU,Luxembourg,2017,,16.5,,,,,
dataflow,ESTAT:LFSA_EPGAIS(1.0),Persons in full-time/part-time employment by occupation,A,Annual,THS_PER,Thousand persons,T,Total,Y15-64,From 15 to 64 years,OC7,Craft and related trades workers,FT,Full-time,LU,Luxembourg,2018,,17.6,,,,,
dataflow,ESTAT:LFSA_EPGAIS(1.0),Persons in full-time/part-time employment by occupation,A,Annual,THS_PER,Thousand persons,T,Total,Y15-64,From 15 to 64 years,OC7,Craft and related trades workers,FT,Full-time,LU,Luxembourg,2019,,14.5,,,,,
dataflow,ESTAT:LFSA_EPGAIS(1.0),Persons in full-time/part-time employment by occupation,A,Annual,THS_PER,Thousand persons,T,Total,Y15-64,From 15 to 64 years,OC7,Craft and related trades workers,FT,Full-time,LU,Luxembourg,2020,,15.1,,,,,
dataflow,ESTAT:LFSA_EPGAIS(1.0),Persons in full-time/part-time employment by occupation,A,Annual,THS_PER,Thousand persons,T,Total,Y15-64,From 15 to 64 years,OC7,Craft and related trades workers,FT,Full-time,LU,Luxembourg,2021,,14.9,,b,break in time series,,
dataflow,ESTAT:LFSA_EPGAIS(1.0),Persons in full-time/part-time employment by occupation,A,Annual,THS_PER,Thousand persons,T,Total,Y15-64,From 15 to 64 years,OC7,Craft and related trades workers,FT,Full-time,LU,Luxembourg,2022,,14.7,,,,,
dataflow,ESTAT:LFSA_EPGAIS(1.0),Persons in full-time/part-time employment by occupation,A,Annual,THS_PER,Thousand persons,T,Total,Y15-64,From 15 to 64 years,OC7,Craft and related trades workers,FT,Full-time,LU,Luxembourg,2023,,14.2,,,,,
dataflow,ESTAT:LFSA_EPGAIS(1.0),Persons in full-time/part-time employment by occupation,A,Annual,THS_PER,Thousand persons,T,Total,Y15-64,From 15 to 64 years,OC7,Craft and related trades workers,FT,Full-time,LU,Luxembourg,2024,,12.2,,,,,
dataflow,ESTAT:LFSA_EPGAIS(1.0),Persons in full-time/part-time employment by occupation,A,Annual,THS_PER,Thousand persons,T,Total,Y15-64,From 15 to 64 years,OC7,Craft and related trades workers,FT,Full-time,LV,Latvia,2010,,88.2,,,,,
dataflow,ESTAT:LFSA_EPGAIS(1.0),Persons in full-time/part-time employment by occupation,A,Annual,THS_PER,Thousand persons,T,Total,Y15-64,From 15 to 64 years,OC7,Craft and related trades workers,FT,Full-time,LV,Latvia,2011,,96.7,,b,break in time series,,
dataflow,ESTAT:LFSA_EPGAIS(1.0),Persons in full-time/part-time employment by occupation,A,Annual,THS_PER,Thousand persons,T,Total,Y15-64,From 15 to 64 years,OC7,Craft and related trades workers,FT,Full-time,LV,Latvia,2012,,103.2,,,,,
dataflow,ESTAT:LFSA_EPGAIS(1.0),Persons in full-time/part-time employment by occupation,A,Annual,THS_PER,Thousand persons,T,Total,Y15-64,From 15 to 64 years,OC7,Craft and related trades workers,FT,Full-time,LV,Latvia,2013,,105.5,,,,,
dataflow,ESTAT:LFSA_EPGAIS(1.0),Persons in full-time/part-time employment by occupation,A,Annual,THS_PER,Thousand persons,T,Total,Y15-64,From 15 to 64 years,OC7,Craft and related trades workers,FT,Full-time,LV,Latvia,2014,,109.2,,,,,
dataflow,ESTAT:LFSA_EPGAIS(1.0),Persons in full-time/part-time employment by occupation,A,Annual,THS_PER,Thousand persons,T,Total,Y15-64,From 15 to 64 years,OC7,Craft and related trades workers,FT,Full-time,LV,Latvia,2015,,106.5,,,,,
dataflow,ESTAT:LFSA_EPGAIS(1.0),Persons in full-time/part-time employment by occupation,A,Annual,THS_PER,Thousand persons,T,Total,Y15-64,From 15 to 64 years,OC7,Craft and related trades workers,FT,Full-time,LV,Latvia,2016,,100.6,,,,,
dataflow,ESTAT:LFSA_EPGAIS(1.0),Persons in full-time/part-time employment by occupation,A,Annual,THS_PER,Thousand persons,T,Total,Y15-64,From 15 to 64 years,OC7,Craft and related trades workers,FT,Full-time,LV,Latvia,2017,,98.1,,,,,
dataflow,ESTAT:LFSA_EPGAIS(1.0),Persons in full-time/part-time employment by occupation,A,Annual,THS_PER,Thousand persons,T,Total,Y15-64,From 15 to 64 years,OC7,Craft and related trades workers,FT,Full-time,LV,Latvia,2018,,104.8,,,,,
dataflow,ESTAT:LFSA_EPGAIS(1.0),Persons in full-time/part-time employment by occupation,A,Annual,THS_PER,Thousand persons,T,Total,Y15-64,From 15 to 64 years,OC7,Craft and related trades workers,FT,Full-time,LV,Latvia,2019,,101.7,,,,,
dataflow,ESTAT:LFSA_EPGAIS(1.0),Persons in full-time/part-time employment by occupation,A,Annual,THS_PER,Thousand persons,T,Total,Y15-64,From 15 to 64 years,OC7,Craft and related trades workers,FT,Full-time,LV,Latvia,2020,,96.6,,,,,
dataflow,ESTAT:LFSA_EPGAIS(1.0),Persons in full-time/part-time employment by occupation,A,Annual,THS_PER,Thousand persons,T,Total,Y15-64,From 15 to 64 years,OC7,Craft and related trades workers,FT,Full-time,LV,Latvia,2021,,92.8,,b,break in time series,,
dataflow,ESTAT:LFSA_EPGAIS(1.0),Persons in full-time/part-time employment by occupation,A,Annual,THS_PER,Thousand persons,T,Total,Y15-64,From 15 to 64 years,OC7,Craft and related trades workers,FT,Full-time,LV,Latvia,2022,,96.3,,,,,
dataflow,ESTAT:LFSA_EPGAIS(1.0),Persons in full-time/part-time employment by occupation,A,Annual,THS_PER,Thousand persons,T,Total,Y15-64,From 15 to 64 years,OC7,Craft and related trades workers,FT,Full-time,LV,Latvia,2023,,91.2,,,,,
dataflow,ESTAT:LFSA_EPGAIS(1.0),Persons in full-time/part-time employment by occupation,A,Annual,THS_PER,Thousand persons,T,Total,Y15-64,From 15 to 64 years,OC7,Craft and related trades workers,FT,Full-time,LV,Latvia,2024,,89.4,,,,,
dataflow,ESTAT:LFSA_EPGAIS(1.0),Persons in full-time/part-time employment by occupation,A,Annual,THS_PER,Thousand persons,T,Total,Y15-64,From 15 to 64 years,OC7,Craft and related trades workers,FT,Full-time,ME,Montenegro,2011,,16.2,,b,break in time series,,
dataflow,ESTAT:LFSA_EPGAIS(1.0),Persons in full-time/part-time employment by occupation,A,Annual,THS_PER,Thousand persons,T,Total,Y15-64,From 15 to 64 years,OC7,Craft and related trades workers,FT,Full-time,ME,Montenegro,2012,,15.0,,,,,
dataflow,ESTAT:LFSA_EPGAIS(1.0),Persons in full-time/part-time employment by occupation,A,Annual,THS_PER,Thousand persons,T,Total,Y15-64,From 15 to 64 years,OC7,Craft and related trades workers,FT,Full-time,ME,Montenegro,2013,,15.2,,,,,
dataflow,ESTAT:LFSA_EPGAIS(1.0),Persons in full-time/part-time employment by occupation,A,Annual,THS_PER,Thousand persons,T,Total,Y15-64,From 15 to 64 years,OC7,Craft and related trades workers,FT,Full-time,ME,Montenegro,2014,,17.7,,,,,
dataflow,ESTAT:LFSA_EPGAIS(1.0),Persons in full-time/part-time employment by occupation,A,Annual,THS_PER,Thousand persons,T,Total,Y15-64,From 15 to 64 years,OC7,Craft and related trades workers,FT,Full-time,ME,Montenegro,2015,,16.8,,,,,
dataflow,ESTAT:LFSA_EPGAIS(1.0),Persons in full-time/part-time employment by occupation,A,Annual,THS_PER,Thousand persons,T,Total,Y15-64,From 15 to 64 years,OC7,Craft and related trades workers,FT,Full-time,ME,Montenegro,2016,,15.5,,,,,
dataflow,ESTAT:LFSA_EPGAIS(1.0),Persons in full-time/part-time employment by occupation,A,Annual,THS_PER,Thousand persons,T,Total,Y15-64,From 15 to 64 years,OC7,Craft and related trades workers,FT,Full-time,ME,Montenegro,2017,,15.6,,,,,
dataflow,ESTAT:LFSA_EPGAIS(1.0),Persons in full-time/part-time employment by occupation,A,Annual,THS_PER,Thousand persons,T,Total,Y15-64,From 15 to 64 years,OC7,Craft and related trades workers,FT,Full-time,ME,Montenegro,2018,,19.3,,,,,
dataflow,ESTAT:LFSA_EPGAIS(1.0),Persons in full-time/part-time employment by occupation,A,Annual,THS_PER,Thousand persons,T,Total,Y15-64,From 15 to 64 years,OC7,Craft and related trades workers,FT,Full-time,ME,Montenegro,2019,,23.2,,,,,
dataflow,ESTAT:LFSA_EPGAIS(1.0),Persons in full-time/part-time employment by occupation,A,Annual,THS_PER,Thousand persons,T,Total,Y15-64,From 15 to 64 years,OC7,Craft and related trades workers,FT,Full-time,ME,Montenegro,2020,,21.2,,,,,
dataflow,ESTAT:LFSA_EPGAIS(1.0),Persons in full-time/part-time employment by occupation,A,Annual,THS_PER,Thousand persons,T,Total,Y15-64,From 15 to 64 years,OC7,Craft and related trades workers,FT,Full-time,MK,North Macedonia,2010,,77.9,,,,,
dataflow,ESTAT:LFSA_EPGAIS(1.0),Persons in full-time/part-time employment by occupation,A,Annual,THS_PER,Thousand persons,T,Total,Y15-64,From 15 to 64 years,OC7,Craft and related trades workers,FT,Full-time,MK,North Macedonia,2011,,71.5,,b,break in time series,,
dataflow,ESTAT:LFSA_EPGAIS(1.0),Persons in full-time/part-time employment by occupation,A,Annual,THS_PER,Thousand persons,T,Total,Y15-64,From 15 to 64 years,OC7,Craft and related trades workers,FT,Full-time,MK,North Macedonia,2012,,73.4,,,,,
dataflow,ESTAT:LFSA_EPGAIS(1.0),Persons in full-time/part-time employment by occupation,A,Annual,THS_PER,Thousand persons,T,Total,Y15-64,From 15 to 64 years,OC7,Craft and related trades workers,FT,Full-time,MK,North Macedonia,2013,,78.0,,,,,
dataflow,ESTAT:LFSA_EPGAIS(1.0),Persons in full-time/part-time employment by occupation,A,Annual,THS_PER,Thousand persons,T,Total,Y15-64,From 15 to 64 years,OC7,Craft and related trades workers,FT,Full-time,MK,North Macedonia,2014,,75.9,,,,,
dataflow,ESTAT:LFSA_EPGAIS(1.0),Persons in full-time/part-time employment by occupation,A,Annual,THS_PER,Thousand persons,T,Total,Y15-64,From 15 to 64 years,OC7,Craft and related trades workers,FT,Full-time,MK,North Macedonia,2015,,80.5,,,,,
dataflow,ESTAT:LFSA_EPGAIS(1.0),Persons in full-time/part-time employment by occupation,A,Annual,THS_PER,Thousand persons,T,Total,Y15-64,From 15 to 64 years,OC7,Craft and related trades workers,FT,Full-time,MK,North Macedonia,2016,,85.7,,,,,
dataflow,ESTAT:LFSA_EPGAIS(1.0),Persons in full-time/part-time employment by occupation,A,Annual,THS_PER,Thousand persons,T,Total,Y15-64,From 15 to 64 years,OC7,Craft and related trades workers,FT,Full-time,MK,North Macedonia,2017,,86.0,,,,,
dataflow,ESTAT:LFSA_EPGAIS(1.0),Persons in full-time/part-time employment by occupation,A,Annual,THS_PER,Thousand persons,T,Total,Y15-64,From 15 to 64 years,OC7,Craft and related trades workers,FT,Full-time,MK,North Macedonia,2018,,93.1,,,,,
dataflow,ESTAT:LFSA_EPGAIS(1.0),Persons in full-time/part-time employment by occupation,A,Annual,THS_PER,Thousand persons,T,Total,Y15-64,From 15 to 64 years,OC7,Craft and related trades workers,FT,Full-time,MK,North Macedonia,2019,,99.7,,,,,
dataflow,ESTAT:LFSA_EPGAIS(1.0),Persons in full-time/part-time employment by occupation,A,Annual,THS_PER,Thousand persons,T,Total,Y15-64,From 15 to 64 years,OC7,Craft and related trades workers,FT,Full-time,MK,North Macedonia,2020,,91.9,,,,,
dataflow,ESTAT:LFSA_EPGAIS(1.0),Persons in full-time/part-time employment by occupation,A,Annual,THS_PER,Thousand persons,T,Total,Y15-64,From 15 to 64 years,OC7,Craft and related trades workers,FT,Full-time,MT,Malta,2010,,18.3,,,,,
dataflow,ESTAT:LFSA_EPGAIS(1.0),Persons in full-time/part-time employment by occupation,A,Annual,THS_PER,Thousand persons,T,Total,Y15-64,From 15 to 64 years,OC7,Craft and related trades workers,FT,Full-time,MT,Malta,2011,,18.3,,b,break in time series,,
dataflow,ESTAT:LFSA_EPGAIS(1.0),Persons in full-time/part-time employment by occupation,A,Annual,THS_PER,Thousand persons,T,Total,Y15-64,From 15 to 64 years,OC7,Craft and related trades workers,FT,Full-time,MT,Malta,2012,,17.2,,,,,
dataflow,ESTAT:LFSA_EPGAIS(1.0),Persons in full-time/part-time employment by occupation,A,Annual,THS_PER,Thousand persons,T,Total,Y15-64,From 15 to 64 years,OC7,Craft and related trades workers,FT,Full-time,MT,Malta,2013,,18.0,,,,,
dataflow,ESTAT:LFSA_EPGAIS(1.0),Persons in full-time/part-time employment by occupation,A,Annual,THS_PER,Thousand persons,T,Total,Y15-64,From 15 to 64 years,OC7,Craft and related trades workers,FT,Full-time,MT,Malta,2014,,17.9,,,,,
dataflow,ESTAT:LFSA_EPGAIS(1.0),Persons in full-time/part-time employment by occupation,A,Annual,THS_PER,Thousand persons,T,Total,Y15-64,From 15 to 64 years,OC7,Craft and related trades workers,FT,Full-time,MT,Malta,2015,,19.1,,,,,
dataflow,ESTAT:LFSA_EPGAIS(1.0),Persons in full-time/part-time employment by occupation,A,Annual,THS_PER,Thousand persons,T,Total,Y15-64,From 15 to 64 years,OC7,Craft and related trades workers,FT,Full-time,MT,Malta,2016,,19.0,,,,,
dataflow,ESTAT:LFSA_EPGAIS(1.0),Persons in full-time/part-time employment by occupation,A,Annual,THS_PER,Thousand persons,T,Total,Y15-64,From 15 to 64 years,OC7,Craft and related trades workers,FT,Full-time,MT,Malta,2017,,20.5,,,,,
dataflow,ESTAT:LFSA_EPGAIS(1.0),Persons in full-time/part-time employment by occupation,A,Annual,THS_PER,Thousand persons,T,Total,Y15-64,From 15 to 64 years,OC7,Craft and related trades workers,FT,Full-time,MT,Malta,2018,,21.2,,,,,
dataflow,ESTAT:LFSA_EPGAIS(1.0),Persons in full-time/part-time employment by occupation,A,Annual,THS_PER,Thousand persons,T,Total,Y15-64,From 15 to 64 years,OC7,Craft and related trades workers,FT,Full-time,MT,Malta,2019,,23.9,,,,,
dataflow,ESTAT:LFSA_EPGAIS(1.0),Persons in full-time/part-time employment by occupation,A,Annual,THS_PER,Thousand persons,T,Total,Y15-64,From 15 to 64 years,OC7,Craft and related trades workers,FT,Full-time,MT,Malta,2020,,22.9,,,,,
dataflow,ESTAT:LFSA_EPGAIS(1.0),Persons in full-time/part-time employment by occupation,A,Annual,THS_PER,Thousand persons,T,Total,Y15-64,From 15 to 64 years,OC7,Craft and related trades workers,FT,Full-time,MT,Malta,2021,,24.7,,b,break in time series,,
dataflow,ESTAT:LFSA_EPGAIS(1.0),Persons in full-time/part-time employment by occupation,A,Annual,THS_PER,Thousand persons,T,Total,Y15-64,From 15 to 64 years,OC7,Craft and related trades workers,FT,Full-time,MT,Malta,2022,,26.1,,,,,
dataflow,ESTAT:LFSA_EPGAIS(1.0),Persons in full-time/part-time employment by occupation,A,Annual,THS_PER,Thousand persons,T,Total,Y15-64,From 15 to 64 years,OC7,Craft and related trades workers,FT,Full-time,MT,Malta,2023,,29.2,,,,,
dataflow,ESTAT:LFSA_EPGAIS(1.0),Persons in full-time/part-time employment by occupation,A,Annual,THS_PER,Thousand persons,T,Total,Y15-64,From 15 to 64 years,OC7,Craft and related trades workers,FT,Full-time,MT,Malta,2024,,31.7,,,,,
dataflow,ESTAT:LFSA_EPGAIS(1.0),Persons in full-time/part-time employment by occupation,A,Annual,THS_PER,Thousand persons,T,Total,Y15-64,From 15 to 64 years,OC7,Craft and related trades workers,FT,Full-time,NL,Netherlands,2010,,574.1,,,,,
dataflow,ESTAT:LFSA_EPGAIS(1.0),Persons in full-time/part-time employment by occupation,A,Annual,THS_PER,Thousand persons,T,Total,Y15-64,From 15 to 64 years,OC7,Craft and related trades workers,FT,Full-time,NL,Netherlands,2011,,617.8,,b,break in time series,,
dataflow,ESTAT:LFSA_EPGAIS(1.0),Persons in full-time/part-time employment by occupation,A,Annual,THS_PER,Thousand persons,T,Total,Y15-64,From 15 to 64 years,OC7,Craft and related trades workers,FT,Full-time,NL,Netherlands,2012,,617.1,,,,,
dataflow,ESTAT:LFSA_EPGAIS(1.0),Persons in full-time/part-time employment by occupation,A,Annual,THS_PER,Thousand persons,T,Total,Y15-64,From 15 to 64 years,OC7,Craft and related trades workers,FT,Full-time,NL,Netherlands,2013,,545.1,,b,break in time series,,
dataflow,ESTAT:LFSA_EPGAIS(1.0),Persons in full-time/part-time employment by occupation,A,Annual,THS_PER,Thousand persons,T,Total,Y15-64,From 15 to 64 years,OC7,Craft and related trades workers,FT,Full-time,NL,Netherlands,2014,,544.2,,,,,
dataflow,ESTAT:LFSA_EPGAIS(1.0),Persons in full-time/part-time employment by occupation,A,Annual,THS_PER,Thousand persons,T,Total,Y15-64,From 15 to 64 years,OC7,Craft and related trades workers,FT,Full-time,NL,Netherlands,2015,,567.1,,,,,
dataflow,ESTAT:LFSA_EPGAIS(1.0),Persons in full-time/part-time employment by occupation,A,Annual,THS_PER,Thousand persons,T,Total,Y15-64,From 15 to 64 years,OC7,Craft and related trades workers,FT,Full-time,NL,Netherlands,2016,,571.2,,,,,
dataflow,ESTAT:LFSA_EPGAIS(1.0),Persons in full-time/part-time employment by occupation,A,Annual,THS_PER,Thousand persons,T,Total,Y15-64,From 15 to 64 years,OC7,Craft and related trades workers,FT,Full-time,NL,Netherlands,2017,,557.9,,,,,
dataflow,ESTAT:LFSA_EPGAIS(1.0),Persons in full-time/part-time employment by occupation,A,Annual,THS_PER,Thousand persons,T,Total,Y15-64,From 15 to 64 years,OC7,Craft and related trades workers,FT,Full-time,NL,Netherlands,2018,,533.8,,,,,
dataflow,ESTAT:LFSA_EPGAIS(1.0),Persons in full-time/part-time employment by occupation,A,Annual,THS_PER,Thousand persons,T,Total,Y15-64,From 15 to 64 years,OC7,Craft and related trades workers,FT,Full-time,NL,Netherlands,2019,,533.0,,,,,
dataflow,ESTAT:LFSA_EPGAIS(1.0),Persons in full-time/part-time employment by occupation,A,Annual,THS_PER,Thousand persons,T,Total,Y15-64,From 15 to 64 years,OC7,Craft and related trades workers,FT,Full-time,NL,Netherlands,2020,,504.4,,,,,
dataflow,ESTAT:LFSA_EPGAIS(1.0),Persons in full-time/part-time employment by occupation,A,Annual,THS_PER,Thousand persons,T,Total,Y15-64,From 15 to 64 years,OC7,Craft and related trades workers,FT,Full-time,NL,Netherlands,2021,,506.2,,b,break in time series,,
dataflow,ESTAT:LFSA_EPGAIS(1.0),Persons in full-time/part-time employment by occupation,A,Annual,THS_PER,Thousand persons,T,Total,Y15-64,From 15 to 64 years,OC7,Craft and related trades workers,FT,Full-time,NL,Netherlands,2022,,498.6,,,,,
dataflow,ESTAT:LFSA_EPGAIS(1.0),Persons in full-time/part-time employment by occupation,A,Annual,THS_PER,Thousand persons,T,Total,Y15-64,From 15 to 64 years,OC7,Craft and related trades workers,FT,Full-time,NL,Netherlands,2023,,506.4,,,,,
dataflow,ESTAT:LFSA_EPGAIS(1.0),Persons in full-time/part-time employment by occupation,A,Annual,THS_PER,Thousand persons,T,Total,Y15-64,From 15 to 64 years,OC7,Craft and related trades workers,FT,Full-time,NL,Netherlands,2024,,500.2,,,,,
dataflow,ESTAT:LFSA_EPGAIS(1.0),Persons in full-time/part-time employment by occupation,A,Annual,THS_PER,Thousand persons,T,Total,Y15-64,From 15 to 64 years,OC7,Craft and related trades workers,FT,Full-time,NO,Norway,2010,,229.1,,,,,
dataflow,ESTAT:LFSA_EPGAIS(1.0),Persons in full-time/part-time employment by occupation,A,Annual,THS_PER,Thousand persons,T,Total,Y15-64,From 15 to 64 years,OC7,Craft and related trades workers,FT,Full-time,NO,Norway,2011,,219.5,,b,break in time series,,
dataflow,ESTAT:LFSA_EPGAIS(1.0),Persons in full-time/part-time employment by occupation,A,Annual,THS_PER,Thousand persons,T,Total,Y15-64,From 15 to 64 years,OC7,Craft and related trades workers,FT,Full-time,NO,Norway,2012,,227.2,,,,,
dataflow,ESTAT:LFSA_EPGAIS(1.0),Persons in full-time/part-time employment by occupation,A,Annual,THS_PER,Thousand persons,T,Total,Y15-64,From 15 to 64 years,OC7,Craft and related trades workers,FT,Full-time,NO,Norway,2013,,226.3,,,,,
dataflow,ESTAT:LFSA_EPGAIS(1.0),Persons in full-time/part-time employment by occupation,A,Annual,THS_PER,Thousand persons,T,Total,Y15-64,From 15 to 64 years,OC7,Craft and related trades workers,FT,Full-time,NO,Norway,2014,,220.8,,,,,
dataflow,ESTAT:LFSA_EPGAIS(1.0),Persons in full-time/part-time employment by occupation,A,Annual,THS_PER,Thousand persons,T,Total,Y15-64,From 15 to 64 years,OC7,Craft and related trades workers,FT,Full-time,NO,Norway,2015,,223.3,,,,,
dataflow,ESTAT:LFSA_EPGAIS(1.0),Persons in full-time/part-time employment by occupation,A,Annual,THS_PER,Thousand persons,T,Total,Y15-64,From 15 to 64 years,OC7,Craft and related trades workers,FT,Full-time,NO,Norway,2016,,222.9,,,,,
dataflow,ESTAT:LFSA_EPGAIS(1.0),Persons in full-time/part-time employment by occupation,A,Annual,THS_PER,Thousand persons,T,Total,Y15-64,From 15 to 64 years,OC7,Craft and related trades workers,FT,Full-time,NO,Norway,2017,,222.0,,,,,
dataflow,ESTAT:LFSA_EPGAIS(1.0),Persons in full-time/part-time employment by occupation,A,Annual,THS_PER,Thousand persons,T,Total,Y15-64,From 15 to 64 years,OC7,Craft and related trades workers,FT,Full-time,NO,Norway,2018,,228.9,,,,,
dataflow,ESTAT:LFSA_EPGAIS(1.0),Persons in full-time/part-time employment by occupation,A,Annual,THS_PER,Thousand persons,T,Total,Y15-64,From 15 to 64 years,OC7,Craft and related trades workers,FT,Full-time,NO,Norway,2019,,233.0,,,,,
dataflow,ESTAT:LFSA_EPGAIS(1.0),Persons in full-time/part-time employment by occupation,A,Annual,THS_PER,Thousand persons,T,Total,Y15-64,From 15 to 64 years,OC7,Craft and related trades workers,FT,Full-time,NO,Norway,2020,,220.3,,,,,
dataflow,ESTAT:LFSA_EPGAIS(1.0),Persons in full-time/part-time employment by occupation,A,Annual,THS_PER,Thousand persons,T,Total,Y15-64,From 15 to 64 years,OC7,Craft and related trades workers,FT,Full-time,NO,Norway,2021,,223.8,,b,break in time series,,
dataflow,ESTAT:LFSA_EPGAIS(1.0),Persons in full-time/part-time employment by occupation,A,Annual,THS_PER,Thousand persons,T,Total,Y15-64,From 15 to 64 years,OC7,Craft and related trades workers,FT,Full-time,NO,Norway,2022,,226.6,,,,,
dataflow,ESTAT:LFSA_EPGAIS(1.0),Persons in full-time/part-time employment by occupation,A,Annual,THS_PER,Thousand persons,T,Total,Y15-64,From 15 to 64 years,OC7,Craft and related trades workers,FT,Full-time,NO,Norway,2023,,219.2,,,,,
dataflow,ESTAT:LFSA_EPGAIS(1.0),Persons in full-time/part-time employment by occupation,A,Annual,THS_PER,Thousand persons,T,Total,Y15-64,From 15 to 64 years,OC7,Craft and related trades workers,FT,Full-time,NO,Norway,2024,,212.2,,,,,
dataflow,ESTAT:LFSA_EPGAIS(1.0),Persons in full-time/part-time employment by occupation,A,Annual,THS_PER,Thousand persons,T,Total,Y15-64,From 15 to 64 years,OC7,Craft and related trades workers,FT,Full-time,PL,Poland,2010,,2371.6,,b,break in time series,,
dataflow,ESTAT:LFSA_EPGAIS(1.0),Persons in full-time/part-time employment by occupation,A,Annual,THS_PER,Thousand persons,T,Total,Y15-64,From 15 to 64 years,OC7,Craft and related trades workers,FT,Full-time,PL,Poland,2011,,2323.4,,b,break in time series,,
dataflow,ESTAT:LFSA_EPGAIS(1.0),Persons in full-time/part-time employment by occupation,A,Annual,THS_PER,Thousand persons,T,Total,Y15-64,From 15 to 64 years,OC7,Craft and related trades workers,FT,Full-time,PL,Poland,2012,,2276.4,,,,,
