STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,freq,Time frequency,unit,Unit of measure,nace_r2,Statistical classification of economic activities in the European Community (NACE Rev. 2),lcstruct,Labour costs structure,geo,Geopolitical entity (reporting),TIME_PERIOD,Time,OBS_VALUE,Observation value,OBS_FLAG,Observation status (Flag) V2 structure,CONF_STATUS,Confidentiality status (flag)
dataflow,ESTAT:LC_LCI_R2_A(1.0),"Labour cost index by NACE Rev. 2 activity - nominal value, annual data",A,Annual,I20,"Index, 2020=100",P,Education,D12_D4_MD5,Labour costs other than wages and salaries,CY,Cyprus,2016,,100.3,,,,,
dataflow,ESTAT:LC_LCI_R2_A(1.0),"Labour cost index by NACE Rev. 2 activity - nominal value, annual data",A,Annual,I20,"Index, 2020=100",P,Education,D12_D4_MD5,Labour costs other than wages and salaries,CY,Cyprus,2017,,99.1,,,,,
dataflow,ESTAT:LC_LCI_R2_A(1.0),"Labour cost index by NACE Rev. 2 activity - nominal value, annual data",A,Annual,I20,"Index, 2020=100",P,Education,D12_D4_MD5,Labour costs other than wages and salaries,CY,Cyprus,2018,,99.1,,,,,
dataflow,ESTAT:LC_LCI_R2_A(1.0),"Labour cost index by NACE Rev. 2 activity - nominal value, annual data",A,Annual,I20,"Index, 2020=100",P,Education,D12_D4_MD5,Labour costs other than wages and salaries,CY,Cyprus,2019,,107.1,,,,,
dataflow,ESTAT:LC_LCI_R2_A(1.0),"Labour cost index by NACE Rev. 2 activity - nominal value, annual data",A,Annual,I20,"Index, 2020=100",P,Education,D12_D4_MD5,Labour costs other than wages and salaries,CY,Cyprus,2020,,100.0,,,,,
dataflow,ESTAT:LC_LCI_R2_A(1.0),"Labour cost index by NACE Rev. 2 activity - nominal value, annual data",A,Annual,I20,"Index, 2020=100",P,Education,D12_D4_MD5,Labour costs other than wages and salaries,CY,Cyprus,2021,,101.4,,,,,
dataflow,ESTAT:LC_LCI_R2_A(1.0),"Labour cost index by NACE Rev. 2 activity - nominal value, annual data",A,Annual,I20,"Index, 2020=100",P,Education,D12_D4_MD5,Labour costs other than wages and salaries,CY,Cyprus,2022,,103.5,,,,,
dataflow,ESTAT:LC_LCI_R2_A(1.0),"Labour cost index by NACE Rev. 2 activity - nominal value, annual data",A,Annual,I20,"Index, 2020=100",P,Education,D12_D4_MD5,Labour costs other than wages and salaries,CY,Cyprus,2023,,106.9,,,,,
dataflow,ESTAT:LC_LCI_R2_A(1.0),"Labour cost index by NACE Rev. 2 activity - nominal value, annual data",A,Annual,I20,"Index, 2020=100",P,Education,D12_D4_MD5,Labour costs other than wages and salaries,CY,Cyprus,2024,,110.4,,p,provisional,,
dataflow,ESTAT:LC_LCI_R2_A(1.0),"Labour cost index by NACE Rev. 2 activity - nominal value, annual data",A,Annual,I20,"Index, 2020=100",P,Education,D12_D4_MD5,Labour costs other than wages and salaries,CZ,Czechia,2008,,60.0,,,,,
dataflow,ESTAT:LC_LCI_R2_A(1.0),"Labour cost index by NACE Rev. 2 activity - nominal value, annual data",A,Annual,I20,"Index, 2020=100",P,Education,D12_D4_MD5,Labour costs other than wages and salaries,CZ,Czechia,2009,,61.0,,,,,
dataflow,ESTAT:LC_LCI_R2_A(1.0),"Labour cost index by NACE Rev. 2 activity - nominal value, annual data",A,Annual,I20,"Index, 2020=100",P,Education,D12_D4_MD5,Labour costs other than wages and salaries,CZ,Czechia,2010,,60.5,,,,,
dataflow,ESTAT:LC_LCI_R2_A(1.0),"Labour cost index by NACE Rev. 2 activity - nominal value, annual data",A,Annual,I20,"Index, 2020=100",P,Education,D12_D4_MD5,Labour costs other than wages and salaries,CZ,Czechia,2011,,64.1,,,,,
dataflow,ESTAT:LC_LCI_R2_A(1.0),"Labour cost index by NACE Rev. 2 activity - nominal value, annual data",A,Annual,I20,"Index, 2020=100",P,Education,D12_D4_MD5,Labour costs other than wages and salaries,CZ,Czechia,2012,,66.0,,,,,
dataflow,ESTAT:LC_LCI_R2_A(1.0),"Labour cost index by NACE Rev. 2 activity - nominal value, annual data",A,Annual,I20,"Index, 2020=100",P,Education,D12_D4_MD5,Labour costs other than wages and salaries,CZ,Czechia,2013,,67.5,,,,,
dataflow,ESTAT:LC_LCI_R2_A(1.0),"Labour cost index by NACE Rev. 2 activity - nominal value, annual data",A,Annual,I20,"Index, 2020=100",P,Education,D12_D4_MD5,Labour costs other than wages and salaries,CZ,Czechia,2014,,67.5,,,,,
dataflow,ESTAT:LC_LCI_R2_A(1.0),"Labour cost index by NACE Rev. 2 activity - nominal value, annual data",A,Annual,I20,"Index, 2020=100",P,Education,D12_D4_MD5,Labour costs other than wages and salaries,CZ,Czechia,2015,,69.6,,,,,
dataflow,ESTAT:LC_LCI_R2_A(1.0),"Labour cost index by NACE Rev. 2 activity - nominal value, annual data",A,Annual,I20,"Index, 2020=100",P,Education,D12_D4_MD5,Labour costs other than wages and salaries,CZ,Czechia,2016,,72.3,,,,,
dataflow,ESTAT:LC_LCI_R2_A(1.0),"Labour cost index by NACE Rev. 2 activity - nominal value, annual data",A,Annual,I20,"Index, 2020=100",P,Education,D12_D4_MD5,Labour costs other than wages and salaries,CZ,Czechia,2017,,77.5,,,,,
dataflow,ESTAT:LC_LCI_R2_A(1.0),"Labour cost index by NACE Rev. 2 activity - nominal value, annual data",A,Annual,I20,"Index, 2020=100",P,Education,D12_D4_MD5,Labour costs other than wages and salaries,CZ,Czechia,2018,,87.0,,,,,
dataflow,ESTAT:LC_LCI_R2_A(1.0),"Labour cost index by NACE Rev. 2 activity - nominal value, annual data",A,Annual,I20,"Index, 2020=100",P,Education,D12_D4_MD5,Labour costs other than wages and salaries,CZ,Czechia,2019,,99.8,,,,,
dataflow,ESTAT:LC_LCI_R2_A(1.0),"Labour cost index by NACE Rev. 2 activity - nominal value, annual data",A,Annual,I20,"Index, 2020=100",P,Education,D12_D4_MD5,Labour costs other than wages and salaries,CZ,Czechia,2020,,102.9,,,,,
dataflow,ESTAT:LC_LCI_R2_A(1.0),"Labour cost index by NACE Rev. 2 activity - nominal value, annual data",A,Annual,I20,"Index, 2020=100",P,Education,D12_D4_MD5,Labour costs other than wages and salaries,CZ,Czechia,2021,,111.4,,,,,
dataflow,ESTAT:LC_LCI_R2_A(1.0),"Labour cost index by NACE Rev. 2 activity - nominal value, annual data",A,Annual,I20,"Index, 2020=100",P,Education,D12_D4_MD5,Labour costs other than wages and salaries,CZ,Czechia,2022,,115.9,,,,,
dataflow,ESTAT:LC_LCI_R2_A(1.0),"Labour cost index by NACE Rev. 2 activity - nominal value, annual data",A,Annual,I20,"Index, 2020=100",P,Education,D12_D4_MD5,Labour costs other than wages and salaries,CZ,Czechia,2023,,120.6,,,,,
dataflow,ESTAT:LC_LCI_R2_A(1.0),"Labour cost index by NACE Rev. 2 activity - nominal value, annual data",A,Annual,I20,"Index, 2020=100",P,Education,D12_D4_MD5,Labour costs other than wages and salaries,CZ,Czechia,2024,,120.7,,p,provisional,,
dataflow,ESTAT:LC_LCI_R2_A(1.0),"Labour cost index by NACE Rev. 2 activity - nominal value, annual data",A,Annual,I20,"Index, 2020=100",P,Education,D12_D4_MD5,Labour costs other than wages and salaries,DE,Germany,2008,,75.0,,,,,
dataflow,ESTAT:LC_LCI_R2_A(1.0),"Labour cost index by NACE Rev. 2 activity - nominal value, annual data",A,Annual,I20,"Index, 2020=100",P,Education,D12_D4_MD5,Labour costs other than wages and salaries,DE,Germany,2009,,78.6,,,,,
dataflow,ESTAT:LC_LCI_R2_A(1.0),"Labour cost index by NACE Rev. 2 activity - nominal value, annual data",A,Annual,I20,"Index, 2020=100",P,Education,D12_D4_MD5,Labour costs other than wages and salaries,DE,Germany,2010,,79.7,,,,,
dataflow,ESTAT:LC_LCI_R2_A(1.0),"Labour cost index by NACE Rev. 2 activity - nominal value, annual data",A,Annual,I20,"Index, 2020=100",P,Education,D12_D4_MD5,Labour costs other than wages and salaries,DE,Germany,2011,,82.4,,,,,
dataflow,ESTAT:LC_LCI_R2_A(1.0),"Labour cost index by NACE Rev. 2 activity - nominal value, annual data",A,Annual,I20,"Index, 2020=100",P,Education,D12_D4_MD5,Labour costs other than wages and salaries,DE,Germany,2012,,83.0,,,,,
dataflow,ESTAT:LC_LCI_R2_A(1.0),"Labour cost index by NACE Rev. 2 activity - nominal value, annual data",A,Annual,I20,"Index, 2020=100",P,Education,D12_D4_MD5,Labour costs other than wages and salaries,DE,Germany,2013,,83.3,,,,,
dataflow,ESTAT:LC_LCI_R2_A(1.0),"Labour cost index by NACE Rev. 2 activity - nominal value, annual data",A,Annual,I20,"Index, 2020=100",P,Education,D12_D4_MD5,Labour costs other than wages and salaries,DE,Germany,2014,,85.8,,,,,
dataflow,ESTAT:LC_LCI_R2_A(1.0),"Labour cost index by NACE Rev. 2 activity - nominal value, annual data",A,Annual,I20,"Index, 2020=100",P,Education,D12_D4_MD5,Labour costs other than wages and salaries,DE,Germany,2015,,87.4,,,,,
dataflow,ESTAT:LC_LCI_R2_A(1.0),"Labour cost index by NACE Rev. 2 activity - nominal value, annual data",A,Annual,I20,"Index, 2020=100",P,Education,D12_D4_MD5,Labour costs other than wages and salaries,DE,Germany,2016,,89.4,,,,,
dataflow,ESTAT:LC_LCI_R2_A(1.0),"Labour cost index by NACE Rev. 2 activity - nominal value, annual data",A,Annual,I20,"Index, 2020=100",P,Education,D12_D4_MD5,Labour costs other than wages and salaries,DE,Germany,2017,,89.8,,,,,
dataflow,ESTAT:LC_LCI_R2_A(1.0),"Labour cost index by NACE Rev. 2 activity - nominal value, annual data",A,Annual,I20,"Index, 2020=100",P,Education,D12_D4_MD5,Labour costs other than wages and salaries,DE,Germany,2018,,93.9,,,,,
dataflow,ESTAT:LC_LCI_R2_A(1.0),"Labour cost index by NACE Rev. 2 activity - nominal value, annual data",A,Annual,I20,"Index, 2020=100",P,Education,D12_D4_MD5,Labour costs other than wages and salaries,DE,Germany,2019,,96.1,,,,,
dataflow,ESTAT:LC_LCI_R2_A(1.0),"Labour cost index by NACE Rev. 2 activity - nominal value, annual data",A,Annual,I20,"Index, 2020=100",P,Education,D12_D4_MD5,Labour costs other than wages and salaries,DE,Germany,2020,,100.0,,,,,
dataflow,ESTAT:LC_LCI_R2_A(1.0),"Labour cost index by NACE Rev. 2 activity - nominal value, annual data",A,Annual,I20,"Index, 2020=100",P,Education,D12_D4_MD5,Labour costs other than wages and salaries,DE,Germany,2021,,101.6,,,,,
dataflow,ESTAT:LC_LCI_R2_A(1.0),"Labour cost index by NACE Rev. 2 activity - nominal value, annual data",A,Annual,I20,"Index, 2020=100",P,Education,D12_D4_MD5,Labour costs other than wages and salaries,DE,Germany,2022,,107.0,,b,break in time series,,
dataflow,ESTAT:LC_LCI_R2_A(1.0),"Labour cost index by NACE Rev. 2 activity - nominal value, annual data",A,Annual,I20,"Index, 2020=100",P,Education,D12_D4_MD5,Labour costs other than wages and salaries,DE,Germany,2023,,110.1,,,,,
dataflow,ESTAT:LC_LCI_R2_A(1.0),"Labour cost index by NACE Rev. 2 activity - nominal value, annual data",A,Annual,I20,"Index, 2020=100",P,Education,D12_D4_MD5,Labour costs other than wages and salaries,DE,Germany,2024,,115.2,,,,,
dataflow,ESTAT:LC_LCI_R2_A(1.0),"Labour cost index by NACE Rev. 2 activity - nominal value, annual data",A,Annual,I20,"Index, 2020=100",P,Education,D12_D4_MD5,Labour costs other than wages and salaries,DK,Denmark,2008,,78.7,,,,,
dataflow,ESTAT:LC_LCI_R2_A(1.0),"Labour cost index by NACE Rev. 2 activity - nominal value, annual data",A,Annual,I20,"Index, 2020=100",P,Education,D12_D4_MD5,Labour costs other than wages and salaries,DK,Denmark,2009,,,,,,C,confidential
dataflow,ESTAT:LC_LCI_R2_A(1.0),"Labour cost index by NACE Rev. 2 activity - nominal value, annual data",A,Annual,I20,"Index, 2020=100",P,Education,D12_D4_MD5,Labour costs other than wages and salaries,DK,Denmark,2010,,,,,,C,confidential
dataflow,ESTAT:LC_LCI_R2_A(1.0),"Labour cost index by NACE Rev. 2 activity - nominal value, annual data",A,Annual,I20,"Index, 2020=100",P,Education,D12_D4_MD5,Labour costs other than wages and salaries,DK,Denmark,2011,,83.6,,,,,
dataflow,ESTAT:LC_LCI_R2_A(1.0),"Labour cost index by NACE Rev. 2 activity - nominal value, annual data",A,Annual,I20,"Index, 2020=100",P,Education,D12_D4_MD5,Labour costs other than wages and salaries,DK,Denmark,2012,,87.7,,,,,
dataflow,ESTAT:LC_LCI_R2_A(1.0),"Labour cost index by NACE Rev. 2 activity - nominal value, annual data",A,Annual,I20,"Index, 2020=100",P,Education,D12_D4_MD5,Labour costs other than wages and salaries,DK,Denmark,2013,,88.3,,,,,
dataflow,ESTAT:LC_LCI_R2_A(1.0),"Labour cost index by NACE Rev. 2 activity - nominal value, annual data",A,Annual,I20,"Index, 2020=100",P,Education,D12_D4_MD5,Labour costs other than wages and salaries,DK,Denmark,2014,,89.7,,,,,
dataflow,ESTAT:LC_LCI_R2_A(1.0),"Labour cost index by NACE Rev. 2 activity - nominal value, annual data",A,Annual,I20,"Index, 2020=100",P,Education,D12_D4_MD5,Labour costs other than wages and salaries,DK,Denmark,2015,,91.6,,,,,
dataflow,ESTAT:LC_LCI_R2_A(1.0),"Labour cost index by NACE Rev. 2 activity - nominal value, annual data",A,Annual,I20,"Index, 2020=100",P,Education,D12_D4_MD5,Labour costs other than wages and salaries,DK,Denmark,2016,,93.7,,,,,
dataflow,ESTAT:LC_LCI_R2_A(1.0),"Labour cost index by NACE Rev. 2 activity - nominal value, annual data",A,Annual,I20,"Index, 2020=100",P,Education,D12_D4_MD5,Labour costs other than wages and salaries,DK,Denmark,2017,,95.6,,,,,
dataflow,ESTAT:LC_LCI_R2_A(1.0),"Labour cost index by NACE Rev. 2 activity - nominal value, annual data",A,Annual,I20,"Index, 2020=100",P,Education,D12_D4_MD5,Labour costs other than wages and salaries,DK,Denmark,2018,,100.1,,,,,
dataflow,ESTAT:LC_LCI_R2_A(1.0),"Labour cost index by NACE Rev. 2 activity - nominal value, annual data",A,Annual,I20,"Index, 2020=100",P,Education,D12_D4_MD5,Labour costs other than wages and salaries,DK,Denmark,2019,,102.9,,,,,
dataflow,ESTAT:LC_LCI_R2_A(1.0),"Labour cost index by NACE Rev. 2 activity - nominal value, annual data",A,Annual,I20,"Index, 2020=100",P,Education,D12_D4_MD5,Labour costs other than wages and salaries,DK,Denmark,2020,,100.0,,,,,
dataflow,ESTAT:LC_LCI_R2_A(1.0),"Labour cost index by NACE Rev. 2 activity - nominal value, annual data",A,Annual,I20,"Index, 2020=100",P,Education,D12_D4_MD5,Labour costs other than wages and salaries,DK,Denmark,2021,,102.0,,,,,
dataflow,ESTAT:LC_LCI_R2_A(1.0),"Labour cost index by NACE Rev. 2 activity - nominal value, annual data",A,Annual,I20,"Index, 2020=100",P,Education,D12_D4_MD5,Labour costs other than wages and salaries,DK,Denmark,2022,,105.3,,,,,
dataflow,ESTAT:LC_LCI_R2_A(1.0),"Labour cost index by NACE Rev. 2 activity - nominal value, annual data",A,Annual,I20,"Index, 2020=100",P,Education,D12_D4_MD5,Labour costs other than wages and salaries,DK,Denmark,2023,,108.2,,,,,
dataflow,ESTAT:LC_LCI_R2_A(1.0),"Labour cost index by NACE Rev. 2 activity - nominal value, annual data",A,Annual,I20,"Index, 2020=100",P,Education,D12_D4_MD5,Labour costs other than wages and salaries,DK,Denmark,2024,,113.9,,,,,
dataflow,ESTAT:LC_LCI_R2_A(1.0),"Labour cost index by NACE Rev. 2 activity - nominal value, annual data",A,Annual,I20,"Index, 2020=100",P,Education,D12_D4_MD5,Labour costs other than wages and salaries,EE,Estonia,2008,,49.5,,,,,
dataflow,ESTAT:LC_LCI_R2_A(1.0),"Labour cost index by NACE Rev. 2 activity - nominal value, annual data",A,Annual,I20,"Index, 2020=100",P,Education,D12_D4_MD5,Labour costs other than wages and salaries,EE,Estonia,2009,,50.4,,,,,
dataflow,ESTAT:LC_LCI_R2_A(1.0),"Labour cost index by NACE Rev. 2 activity - nominal value, annual data",A,Annual,I20,"Index, 2020=100",P,Education,D12_D4_MD5,Labour costs other than wages and salaries,EE,Estonia,2010,,50.7,,,,,
dataflow,ESTAT:LC_LCI_R2_A(1.0),"Labour cost index by NACE Rev. 2 activity - nominal value, annual data",A,Annual,I20,"Index, 2020=100",P,Education,D12_D4_MD5,Labour costs other than wages and salaries,EE,Estonia,2011,,51.3,,,,,
dataflow,ESTAT:LC_LCI_R2_A(1.0),"Labour cost index by NACE Rev. 2 activity - nominal value, annual data",A,Annual,I20,"Index, 2020=100",P,Education,D12_D4_MD5,Labour costs other than wages and salaries,EE,Estonia,2012,,53.0,,,,,
dataflow,ESTAT:LC_LCI_R2_A(1.0),"Labour cost index by NACE Rev. 2 activity - nominal value, annual data",A,Annual,I20,"Index, 2020=100",P,Education,D12_D4_MD5,Labour costs other than wages and salaries,EE,Estonia,2013,,56.5,,,,,
dataflow,ESTAT:LC_LCI_R2_A(1.0),"Labour cost index by NACE Rev. 2 activity - nominal value, annual data",A,Annual,I20,"Index, 2020=100",P,Education,D12_D4_MD5,Labour costs other than wages and salaries,EE,Estonia,2014,,61.3,,,,,
dataflow,ESTAT:LC_LCI_R2_A(1.0),"Labour cost index by NACE Rev. 2 activity - nominal value, annual data",A,Annual,I20,"Index, 2020=100",P,Education,D12_D4_MD5,Labour costs other than wages and salaries,EE,Estonia,2015,,66.7,,,,,
dataflow,ESTAT:LC_LCI_R2_A(1.0),"Labour cost index by NACE Rev. 2 activity - nominal value, annual data",A,Annual,I20,"Index, 2020=100",P,Education,D12_D4_MD5,Labour costs other than wages and salaries,EE,Estonia,2016,,70.4,,,,,
dataflow,ESTAT:LC_LCI_R2_A(1.0),"Labour cost index by NACE Rev. 2 activity - nominal value, annual data",A,Annual,I20,"Index, 2020=100",P,Education,D12_D4_MD5,Labour costs other than wages and salaries,EE,Estonia,2017,,76.1,,,,,
dataflow,ESTAT:LC_LCI_R2_A(1.0),"Labour cost index by NACE Rev. 2 activity - nominal value, annual data",A,Annual,I20,"Index, 2020=100",P,Education,D12_D4_MD5,Labour costs other than wages and salaries,EE,Estonia,2018,,87.0,,,,,
dataflow,ESTAT:LC_LCI_R2_A(1.0),"Labour cost index by NACE Rev. 2 activity - nominal value, annual data",A,Annual,I20,"Index, 2020=100",P,Education,D12_D4_MD5,Labour costs other than wages and salaries,EE,Estonia,2019,,94.7,,,,,
dataflow,ESTAT:LC_LCI_R2_A(1.0),"Labour cost index by NACE Rev. 2 activity - nominal value, annual data",A,Annual,I20,"Index, 2020=100",P,Education,D12_D4_MD5,Labour costs other than wages and salaries,EE,Estonia,2020,,100.0,,,,,
dataflow,ESTAT:LC_LCI_R2_A(1.0),"Labour cost index by NACE Rev. 2 activity - nominal value, annual data",A,Annual,I20,"Index, 2020=100",P,Education,D12_D4_MD5,Labour costs other than wages and salaries,EE,Estonia,2021,,103.8,,,,,
dataflow,ESTAT:LC_LCI_R2_A(1.0),"Labour cost index by NACE Rev. 2 activity - nominal value, annual data",A,Annual,I20,"Index, 2020=100",P,Education,D12_D4_MD5,Labour costs other than wages and salaries,EE,Estonia,2022,,112.3,,,,,
dataflow,ESTAT:LC_LCI_R2_A(1.0),"Labour cost index by NACE Rev. 2 activity - nominal value, annual data",A,Annual,I20,"Index, 2020=100",P,Education,D12_D4_MD5,Labour costs other than wages and salaries,EE,Estonia,2023,,130.3,,,,,
dataflow,ESTAT:LC_LCI_R2_A(1.0),"Labour cost index by NACE Rev. 2 activity - nominal value, annual data",A,Annual,I20,"Index, 2020=100",P,Education,D12_D4_MD5,Labour costs other than wages and salaries,EE,Estonia,2024,,140.2,,,,,
dataflow,ESTAT:LC_LCI_R2_A(1.0),"Labour cost index by NACE Rev. 2 activity - nominal value, annual data",A,Annual,I20,"Index, 2020=100",P,Education,D12_D4_MD5,Labour costs other than wages and salaries,EL,Greece,2008,,185.7,,,,,
dataflow,ESTAT:LC_LCI_R2_A(1.0),"Labour cost index by NACE Rev. 2 activity - nominal value, annual data",A,Annual,I20,"Index, 2020=100",P,Education,D12_D4_MD5,Labour costs other than wages and salaries,EL,Greece,2009,,137.4,,,,,
dataflow,ESTAT:LC_LCI_R2_A(1.0),"Labour cost index by NACE Rev. 2 activity - nominal value, annual data",A,Annual,I20,"Index, 2020=100",P,Education,D12_D4_MD5,Labour costs other than wages and salaries,EL,Greece,2010,,167.9,,,,,
dataflow,ESTAT:LC_LCI_R2_A(1.0),"Labour cost index by NACE Rev. 2 activity - nominal value, annual data",A,Annual,I20,"Index, 2020=100",P,Education,D12_D4_MD5,Labour costs other than wages and salaries,EL,Greece,2011,,174.0,,,,,
dataflow,ESTAT:LC_LCI_R2_A(1.0),"Labour cost index by NACE Rev. 2 activity - nominal value, annual data",A,Annual,I20,"Index, 2020=100",P,Education,D12_D4_MD5,Labour costs other than wages and salaries,EL,Greece,2012,,137.5,,,,,
dataflow,ESTAT:LC_LCI_R2_A(1.0),"Labour cost index by NACE Rev. 2 activity - nominal value, annual data",A,Annual,I20,"Index, 2020=100",P,Education,D12_D4_MD5,Labour costs other than wages and salaries,EL,Greece,2013,,125.6,,,,,
dataflow,ESTAT:LC_LCI_R2_A(1.0),"Labour cost index by NACE Rev. 2 activity - nominal value, annual data",A,Annual,I20,"Index, 2020=100",P,Education,D12_D4_MD5,Labour costs other than wages and salaries,EL,Greece,2014,,130.1,,,,,
dataflow,ESTAT:LC_LCI_R2_A(1.0),"Labour cost index by NACE Rev. 2 activity - nominal value, annual data",A,Annual,I20,"Index, 2020=100",P,Education,D12_D4_MD5,Labour costs other than wages and salaries,EL,Greece,2015,,114.2,,,,,
dataflow,ESTAT:LC_LCI_R2_A(1.0),"Labour cost index by NACE Rev. 2 activity - nominal value, annual data",A,Annual,I20,"Index, 2020=100",P,Education,D12_D4_MD5,Labour costs other than wages and salaries,EL,Greece,2016,,107.5,,,,,
dataflow,ESTAT:LC_LCI_R2_A(1.0),"Labour cost index by NACE Rev. 2 activity - nominal value, annual data",A,Annual,I20,"Index, 2020=100",P,Education,D12_D4_MD5,Labour costs other than wages and salaries,EL,Greece,2017,,108.4,,,,,
dataflow,ESTAT:LC_LCI_R2_A(1.0),"Labour cost index by NACE Rev. 2 activity - nominal value, annual data",A,Annual,I20,"Index, 2020=100",P,Education,D12_D4_MD5,Labour costs other than wages and salaries,EL,Greece,2018,,115.9,,,,,
dataflow,ESTAT:LC_LCI_R2_A(1.0),"Labour cost index by NACE Rev. 2 activity - nominal value, annual data",A,Annual,I20,"Index, 2020=100",P,Education,D12_D4_MD5,Labour costs other than wages and salaries,EL,Greece,2019,,111.0,,,,,
dataflow,ESTAT:LC_LCI_R2_A(1.0),"Labour cost index by NACE Rev. 2 activity - nominal value, annual data",A,Annual,I20,"Index, 2020=100",P,Education,D12_D4_MD5,Labour costs other than wages and salaries,EL,Greece,2020,,100.0,,,,,
dataflow,ESTAT:LC_LCI_R2_A(1.0),"Labour cost index by NACE Rev. 2 activity - nominal value, annual data",A,Annual,I20,"Index, 2020=100",P,Education,D12_D4_MD5,Labour costs other than wages and salaries,EL,Greece,2021,,101.4,,,,,
dataflow,ESTAT:LC_LCI_R2_A(1.0),"Labour cost index by NACE Rev. 2 activity - nominal value, annual data",A,Annual,I20,"Index, 2020=100",P,Education,D12_D4_MD5,Labour costs other than wages and salaries,EL,Greece,2022,,90.7,,,,,
dataflow,ESTAT:LC_LCI_R2_A(1.0),"Labour cost index by NACE Rev. 2 activity - nominal value, annual data",A,Annual,I20,"Index, 2020=100",P,Education,D12_D4_MD5,Labour costs other than wages and salaries,EL,Greece,2023,,97.3,,,,,
dataflow,ESTAT:LC_LCI_R2_A(1.0),"Labour cost index by NACE Rev. 2 activity - nominal value, annual data",A,Annual,I20,"Index, 2020=100",P,Education,D12_D4_MD5,Labour costs other than wages and salaries,EL,Greece,2024,,104.9,,,,,
dataflow,ESTAT:LC_LCI_R2_A(1.0),"Labour cost index by NACE Rev. 2 activity - nominal value, annual data",A,Annual,I20,"Index, 2020=100",P,Education,D12_D4_MD5,Labour costs other than wages and salaries,ES,Spain,2008,,88.6,,,,,
dataflow,ESTAT:LC_LCI_R2_A(1.0),"Labour cost index by NACE Rev. 2 activity - nominal value, annual data",A,Annual,I20,"Index, 2020=100",P,Education,D12_D4_MD5,Labour costs other than wages and salaries,ES,Spain,2009,,95.7,,,,,
dataflow,ESTAT:LC_LCI_R2_A(1.0),"Labour cost index by NACE Rev. 2 activity - nominal value, annual data",A,Annual,I20,"Index, 2020=100",P,Education,D12_D4_MD5,Labour costs other than wages and salaries,ES,Spain,2010,,90.9,,,,,
dataflow,ESTAT:LC_LCI_R2_A(1.0),"Labour cost index by NACE Rev. 2 activity - nominal value, annual data",A,Annual,I20,"Index, 2020=100",P,Education,D12_D4_MD5,Labour costs other than wages and salaries,ES,Spain,2011,,91.1,,,,,
dataflow,ESTAT:LC_LCI_R2_A(1.0),"Labour cost index by NACE Rev. 2 activity - nominal value, annual data",A,Annual,I20,"Index, 2020=100",P,Education,D12_D4_MD5,Labour costs other than wages and salaries,ES,Spain,2012,,89.7,,,,,
dataflow,ESTAT:LC_LCI_R2_A(1.0),"Labour cost index by NACE Rev. 2 activity - nominal value, annual data",A,Annual,I20,"Index, 2020=100",P,Education,D12_D4_MD5,Labour costs other than wages and salaries,ES,Spain,2013,,90.0,,,,,
dataflow,ESTAT:LC_LCI_R2_A(1.0),"Labour cost index by NACE Rev. 2 activity - nominal value, annual data",A,Annual,I20,"Index, 2020=100",P,Education,D12_D4_MD5,Labour costs other than wages and salaries,ES,Spain,2014,,90.8,,,,,
dataflow,ESTAT:LC_LCI_R2_A(1.0),"Labour cost index by NACE Rev. 2 activity - nominal value, annual data",A,Annual,I20,"Index, 2020=100",P,Education,D12_D4_MD5,Labour costs other than wages and salaries,ES,Spain,2015,,92.1,,,,,
dataflow,ESTAT:LC_LCI_R2_A(1.0),"Labour cost index by NACE Rev. 2 activity - nominal value, annual data",A,Annual,I20,"Index, 2020=100",P,Education,D12_D4_MD5,Labour costs other than wages and salaries,ES,Spain,2016,,93.1,,,,,
dataflow,ESTAT:LC_LCI_R2_A(1.0),"Labour cost index by NACE Rev. 2 activity - nominal value, annual data",A,Annual,I20,"Index, 2020=100",P,Education,D12_D4_MD5,Labour costs other than wages and salaries,ES,Spain,2017,,90.9,,,,,
dataflow,ESTAT:LC_LCI_R2_A(1.0),"Labour cost index by NACE Rev. 2 activity - nominal value, annual data",A,Annual,I20,"Index, 2020=100",P,Education,D12_D4_MD5,Labour costs other than wages and salaries,ES,Spain,2018,,89.1,,,,,
dataflow,ESTAT:LC_LCI_R2_A(1.0),"Labour cost index by NACE Rev. 2 activity - nominal value, annual data",A,Annual,I20,"Index, 2020=100",P,Education,D12_D4_MD5,Labour costs other than wages and salaries,ES,Spain,2019,,94.4,,,,,
dataflow,ESTAT:LC_LCI_R2_A(1.0),"Labour cost index by NACE Rev. 2 activity - nominal value, annual data",A,Annual,I20,"Index, 2020=100",P,Education,D12_D4_MD5,Labour costs other than wages and salaries,ES,Spain,2020,,100.0,,,,,
dataflow,ESTAT:LC_LCI_R2_A(1.0),"Labour cost index by NACE Rev. 2 activity - nominal value, annual data",A,Annual,I20,"Index, 2020=100",P,Education,D12_D4_MD5,Labour costs other than wages and salaries,ES,Spain,2021,,97.2,,,,,
dataflow,ESTAT:LC_LCI_R2_A(1.0),"Labour cost index by NACE Rev. 2 activity - nominal value, annual data",A,Annual,I20,"Index, 2020=100",P,Education,D12_D4_MD5,Labour costs other than wages and salaries,ES,Spain,2022,,100.8,,,,,
